company_name,quote_id,unit_price,Length,Height,Gutter,_F7,_F8,_F9,_G2,_G3,_G4,_H13,_H14,_M5,_M6
9,17179.0,19.5,592.0,592.0,25.0,False,False,True,False,False,False,False,False,False,False
9,17179.0,19.5,592.0,592.0,25.0,False,False,True,False,False,False,False,False,False,False
9,17179.0,19.5,592.0,592.0,25.0,False,False,True,False,False,False,False,False,False,False
9,17179.0,19.5,592.0,592.0,25.0,False,False,True,False,False,False,False,False,False,False
9,17179.0,19.5,592.0,592.0,25.0,False,False,True,False,False,False,False,False,False,False
9,17179.0,19.5,592.0,592.0,25.0,False,False,True,False,False,False,False,False,False,False
9,17179.0,19.5,592.0,592.0,25.0,False,False,True,False,False,False,False,False,False,False
9,17179.0,19.5,592.0,592.0,25.0,False,False,True,False,False,False,False,False,False,False
9,17179.0,19.5,592.0,592.0,25.0,False,False,True,False,False,False,False,False,False,False
9,17179.0,19.5,592.0,592.0,25.0,False,False,True,False,False,False,False,False,False,False
9,17179.0,19.5,592.0,592.0,25.0,False,False,True,False,False,False,False,False,False,False
9,17179.0,19.5,592.0,592.0,25.0,False,False,True,False,False,False,False,False,False,False
9,17179.0,19.5,592.0,592.0,25.0,False,False,True,False,False,False,False,False,False,False
9,17179.0,19.5,592.0,592.0,25.0,False,False,True,False,False,False,False,False,False,False
9,17179.0,19.5,592.0,592.0,25.0,False,False,True,False,False,False,False,False,False,False
9,17179.0,19.5,592.0,592.0,25.0,False,False,True,False,False,False,False,False,False,False
9,17179.0,19.5,592.0,592.0,25.0,False,False,True,False,False,False,False,False,False,False
9,17179.0,19.5,592.0,592.0,25.0,False,False,True,False,False,False,False,False,False,False
9,17179.0,19.5,592.0,592.0,25.0,False,False,True,False,False,False,False,False,False,False
9,17180.0,6.85,490.0,360.0,45.0,False,False,False,True,False,False,False,False,False,False
9,17180.0,7.1,490.0,490.0,45.0,False,False,False,True,False,False,False,False,False,False
9,17180.0,6.9,490.0,360.0,35.0,False,False,False,False,False,True,False,False,False,False
9,17180.0,7.15,490.0,490.0,45.0,False,False,False,False,False,True,False,False,False,False
9,17181.0,11.5,287.0,287.0,25.0,False,False,True,False,False,False,False,False,False,False
9,17181.0,11.75,287.0,592.0,25.0,False,False,True,False,False,False,False,False,False,False
9,17182.0,8.0,580.0,280.0,100.0,False,False,False,False,False,True,False,False,False,False
9,17182.0,10.5,580.0,580.0,100.0,False,False,False,False,False,True,False,False,False,False
9,17183.0,11.5,590.0,525.0,100.0,False,False,False,False,False,True,False,False,False,False
9,17194.0,7.45,592.0,592.0,48.0,False,False,False,False,False,True,False,False,False,False
9,17195.0,17.5,1665.0,420.0,48.0,False,False,False,False,False,True,False,False,False,False
9,17196.0,7.1,490.0,490.0,45.0,False,False,False,True,False,False,False,False,False,False
9,17197.0,19.75,592.0,592.0,25.0,False,False,True,False,False,False,False,False,False,False
9,17199.0,7.25,490.0,490.0,45.0,False,False,False,False,False,True,False,False,False,False
9,17201.0,7.6,592.0,592.0,48.0,False,False,False,False,False,True,False,False,False,False
9,18223.0,4.95,490.0,210.0,3.0,False,False,False,False,True,False,False,False,False,False
9,18223.0,5.15,850.0,200.0,3.0,False,False,False,False,True,False,False,False,False,False
9,18223.0,5.05,630.0,200.0,3.0,False,False,False,False,True,False,False,False,False,False
9,18223.0,5.1,785.0,210.0,3.0,False,False,False,False,True,False,False,False,False,False
9,18223.0,8.5,1060.0,200.0,3.0,False,False,False,False,True,False,False,False,False,False
9,18225.0,10.5,592.0,592.0,25.0,False,False,False,False,False,True,False,False,False,False
9,18225.0,8.95,287.0,592.0,25.0,False,False,False,False,False,True,False,False,False,False
9,18226.0,12.5,585.0,600.0,90.0,False,False,False,False,False,True,False,False,False,False
9,18226.0,17.5,585.0,523.0,25.0,True,False,False,False,False,False,False,False,False,False
9,18226.0,8.1,535.0,473.0,48.0,False,False,False,False,False,True,False,False,False,False
9,18226.0,14.0,287.0,592.0,25.0,True,False,False,False,False,False,False,False,False,False
9,18226.0,15.5,592.0,592.0,25.0,True,False,False,False,False,False,False,False,False,False
9,18226.0,48.5,825.0,663.0,25.0,True,False,False,False,False,False,False,False,False,False
9,18227.0,8.15,373.0,305.0,50.0,False,False,False,False,False,False,False,False,True,False
9,18227.0,8.15,373.0,305.0,50.0,False,False,False,False,False,False,False,False,True,False
9,18228.0,17.5,592.0,592.0,25.0,True,False,False,False,False,False,False,False,False,False
9,18228.0,14.75,592.0,592.0,25.0,False,False,False,False,False,False,False,False,True,False
9,18250.0,9.95,592.0,592.0,98.0,False,False,False,False,False,True,False,False,False,False
9,18250.0,9.95,592.0,592.0,98.0,False,False,False,False,False,True,False,False,False,False
9,18250.0,16.5,592.0,592.0,25.0,True,False,False,False,False,False,False,False,False,False
9,18251.0,16.25,287.0,892.0,25.0,False,False,False,False,False,False,False,False,False,True
9,18251.0,15.5,592.0,592.0,25.0,True,False,False,False,False,False,False,False,False,False
9,18251.0,18.95,592.0,287.0,25.0,True,False,False,False,False,False,False,False,False,False
9,18251.0,22.5,715.0,583.0,25.0,True,False,False,False,False,False,False,False,False,False
9,18251.0,11.5,287.0,592.0,25.0,False,False,False,False,False,False,False,False,False,True
9,18252.0,17.5,592.0,287.0,25.0,True,False,False,False,False,False,False,False,False,False
9,18253.0,11.5,592.0,592.0,25.0,False,False,False,False,False,True,False,False,False,False
9,18257.0,8.1,585.0,585.0,49.0,False,False,False,False,False,True,False,False,False,False
9,18257.0,14.5,590.0,590.0,25.0,False,False,False,False,False,False,False,False,True,False
9,18258.0,8.5,495.0,795.0,45.0,False,False,False,False,False,True,False,False,False,False
9,18259.0,14.5,590.0,590.0,25.0,False,False,False,False,False,False,False,False,True,False
9,18259.0,12.5,285.0,590.0,25.0,False,False,False,False,False,False,False,False,True,False
9,18259.0,7.95,592.0,592.0,45.0,False,False,False,False,False,True,False,False,False,False
9,18259.0,5.95,287.0,592.0,45.0,False,False,False,False,False,True,False,False,False,False
9,18260.0,6.25,592.0,592.0,25.0,False,False,False,False,True,False,False,False,False,False
9,18260.0,5.25,592.0,287.0,25.0,False,False,False,False,True,False,False,False,False,False
9,18260.0,10.5,592.0,592.0,25.0,False,False,False,False,False,True,False,False,False,False
9,18260.0,8.5,287.0,592.0,25.0,False,False,False,False,False,True,False,False,False,False
9,18261.0,6.25,590.0,995.0,5.0,False,False,False,False,False,True,False,False,False,False
9,18262.0,8.0,535.0,473.0,48.0,False,False,False,False,False,True,False,False,False,False
9,18262.0,17.5,535.0,473.0,25.0,True,False,False,False,False,False,False,False,False,False
9,18264.0,9.5,855.0,390.0,45.0,False,False,False,False,False,True,False,False,False,False
9,18272.0,7.25,490.0,425.0,45.0,False,False,False,False,False,True,False,False,False,False
9,18273.0,8.95,580.0,580.0,100.0,False,False,False,False,False,True,False,False,False,False
9,18273.0,7.25,580.0,295.0,100.0,False,False,False,False,False,True,False,False,False,False
9,18273.0,10.95,592.0,592.0,25.0,False,False,False,False,False,True,False,False,False,False
9,18273.0,7.95,287.0,592.0,25.0,False,False,False,False,False,True,False,False,False,False
9,18274.0,7.5,470.0,400.0,50.0,False,False,False,False,False,False,False,False,True,False
9,18274.0,6.25,395.0,395.0,48.0,False,False,False,False,False,True,False,False,False,False
9,18274.0,17.5,395.0,395.0,48.0,True,False,False,False,False,False,False,False,False,False
9,18275.0,8.25,696.0,481.0,47.0,False,False,False,False,False,True,False,False,False,False
9,18283.0,5.5,785.0,210.0,3.0,False,False,False,False,True,False,False,False,False,False
9,18283.0,6.1,1095.0,200.0,5.0,False,False,False,False,True,False,False,False,False,False
9,18283.0,5.25,420.0,200.0,3.0,False,False,False,False,True,False,False,False,False,False
9,18284.0,4.95,930.0,180.0,10.0,False,False,False,False,True,False,False,False,False,False
9,18284.0,5.5,1135.0,180.0,10.0,False,False,False,False,False,True,False,False,False,False
9,18284.0,4.97,1190.0,210.0,5.0,False,False,False,False,True,False,False,False,False,False
9,18284.0,4.5,445.0,310.0,10.0,False,False,False,False,True,False,False,False,False,False
9,18288.0,5.5,287.0,592.0,48.0,False,False,False,False,False,True,False,False,False,False
9,18288.0,7.5,592.0,592.0,48.0,False,False,False,False,False,True,False,False,False,False
9,18288.0,14.2,592.0,592.0,25.0,True,False,False,False,False,False,False,False,False,False
9,18288.0,9.95,287.0,592.0,25.0,True,False,False,False,False,False,False,False,False,False
9,18288.0,12.5,289.0,592.0,25.0,True,False,False,False,False,False,False,False,False,False
9,18288.0,15.5,592.0,592.0,25.0,True,False,False,False,False,False,False,False,False,False
9,18288.0,18.5,585.0,523.0,25.0,True,False,False,False,False,False,False,False,False,False
9,18288.0,12.5,715.0,583.0,98.0,False,False,False,False,False,True,False,False,False,False
9,18288.0,21.5,715.0,583.0,25.0,True,False,False,False,False,False,False,False,False,False
9,18289.0,6.75,785.0,180.0,10.0,False,False,False,False,True,False,False,False,False,False
9,18300.0,8.25,490.0,490.0,45.0,False,False,False,False,False,True,False,False,False,False
9,18313.0,9.95,592.0,592.0,98.0,False,False,False,False,False,True,False,False,False,False
9,18313.0,8.25,592.0,280.0,98.0,False,False,False,False,False,True,False,False,False,False
9,18313.0,9.5,592.0,287.0,25.0,False,False,False,False,False,True,False,False,False,False
9,18313.0,8.95,287.0,287.0,25.0,False,False,False,False,False,True,False,False,False,False
9,18314.0,8.5,785.0,180.0,10.0,False,False,False,False,True,False,False,False,False,False
9,18322.0,8.75,507.0,517.0,48.0,False,False,False,False,False,True,False,False,False,False
9,18368.0,24.5,592.0,287.0,25.0,True,False,False,False,False,False,False,False,False,False
9,18380.0,11.5,592.0,592.0,25.0,False,False,False,False,False,True,False,False,False,False
9,18387.0,5.95,1100.0,185.0,10.0,False,False,False,False,True,False,False,False,False,False
9,18387.0,5.95,1100.0,185.0,10.0,False,False,False,False,True,False,False,False,False,False
9,18387.0,5.95,1070.0,205.0,10.0,False,False,False,False,True,False,False,False,False,False
9,18387.0,5.5,900.0,175.0,10.0,False,False,False,False,True,False,False,False,False,False
9,18387.0,6.95,760.0,215.0,5.0,False,False,False,False,True,False,False,False,False,False
9,18405.0,14.0,592.0,287.0,25.0,False,False,False,False,False,False,False,False,True,False
9,18405.0,11.5,287.0,287.0,25.0,False,False,False,False,False,False,False,False,True,False
9,18405.0,14.0,592.0,287.0,25.0,False,False,False,False,False,False,False,False,True,False
9,18405.0,11.5,287.0,287.0,25.0,False,False,False,False,False,False,False,False,True,False
9,18405.0,16.5,592.0,287.0,25.0,True,False,False,False,False,False,False,False,False,False
9,18405.0,12.5,287.0,287.0,25.0,True,False,False,False,False,False,False,False,False,False
9,18405.0,17.0,870.0,390.0,25.0,False,False,False,False,False,False,False,False,True,False
9,18405.0,24.5,870.0,390.0,25.0,True,False,False,False,False,False,False,False,False,False
9,18405.0,12.9,592.0,592.0,25.0,False,False,False,False,False,False,False,False,True,False
9,18405.0,11.0,287.0,592.0,25.0,False,False,False,False,False,False,False,False,True,False
9,18405.0,15.5,592.0,592.0,25.0,True,False,False,False,False,False,False,False,False,False
9,18405.0,11.0,287.0,592.0,25.0,True,False,False,False,False,False,False,False,False,False
9,18405.0,14.0,592.0,287.0,25.0,False,False,False,False,False,False,False,False,True,False
9,18405.0,11.5,287.0,287.0,25.0,False,False,False,False,False,False,False,False,True,False
9,18405.0,14.0,592.0,287.0,25.0,False,False,False,False,False,False,False,False,True,False
9,18405.0,14.0,592.0,287.0,25.0,False,False,False,False,False,False,False,False,True,False
9,18405.0,11.5,287.0,287.0,25.0,False,False,False,False,False,False,False,False,True,False
9,18405.0,17.0,870.0,390.0,25.0,False,False,False,False,False,False,False,False,True,False
9,18405.0,12.9,592.0,592.0,25.0,False,False,False,False,False,False,False,False,True,False
9,18408.0,18.25,870.0,390.0,25.0,False,False,False,False,False,False,False,False,True,False
9,18455.0,11.5,800.0,445.0,98.0,False,False,False,False,False,True,False,False,False,False
9,18455.0,11.5,800.0,445.0,98.0,False,False,False,False,False,True,False,False,False,False
9,18469.0,12.99,592.0,592.0,25.0,True,False,False,False,False,False,False,False,False,False
9,18469.0,9.5,287.0,592.0,25.0,True,False,False,False,False,False,False,False,False,False
9,18469.0,12.99,592.0,592.0,25.0,True,False,False,False,False,False,False,False,False,False
9,18469.0,9.5,287.0,592.0,25.0,True,False,False,False,False,False,False,False,False,False
9,18470.0,12.99,490.0,592.0,25.0,True,False,False,False,False,False,False,False,False,False
9,18470.0,12.99,490.0,592.0,25.0,True,False,False,False,False,False,False,False,False,False
9,18471.0,12.5,585.0,525.0,100.0,False,False,False,False,False,True,False,False,False,False
9,18471.0,12.5,585.0,525.0,100.0,False,False,False,False,False,True,False,False,False,False
9,18512.0,14.5,650.0,630.0,25.0,False,False,False,False,False,True,False,False,False,False
9,18512.0,14.5,650.0,630.0,25.0,False,False,False,False,False,True,False,False,False,False
9,18518.0,22.5,392.0,792.0,25.0,False,False,False,False,False,False,False,False,True,False
9,18518.0,21.5,392.0,792.0,25.0,True,False,False,False,False,False,False,False,False,False
9,18518.0,22.5,392.0,792.0,25.0,False,False,False,False,False,False,False,False,True,False
9,18518.0,21.5,392.0,792.0,25.0,True,False,False,False,False,False,False,False,False,False
9,18523.0,7.5,592.0,592.0,48.0,False,False,False,False,False,True,False,False,False,False
9,18523.0,12.5,1665.0,420.0,48.0,False,False,False,False,False,True,False,False,False,False
9,18523.0,7.5,592.0,592.0,48.0,False,False,False,False,False,True,False,False,False,False
9,18523.0,12.5,1665.0,420.0,48.0,False,False,False,False,False,True,False,False,False,False
9,18525.0,21.5,440.0,515.0,25.0,True,False,False,False,False,False,False,False,False,False
9,18574.0,8.15,592.0,592.0,48.0,False,False,False,False,False,True,False,False,False,False
9,18574.0,19.5,592.0,592.0,25.0,False,False,True,False,False,False,False,False,False,False
9,18574.0,11.5,592.0,592.0,25.0,False,False,False,False,False,True,False,False,False,False
9,18574.0,15.5,592.0,592.0,25.0,True,False,False,False,False,False,False,False,False,False
9,18574.0,14.5,592.0,592.0,25.0,False,False,False,False,False,False,False,False,True,False
9,18574.0,14.0,492.0,492.0,25.0,False,False,False,False,False,False,False,False,True,False
9,18574.0,14.75,492.0,492.0,25.0,True,False,False,False,False,False,False,False,False,False
9,18574.0,8.15,592.0,592.0,48.0,False,False,False,False,False,True,False,False,False,False
9,18574.0,19.5,592.0,592.0,25.0,False,False,True,False,False,False,False,False,False,False
9,18574.0,11.5,592.0,592.0,25.0,False,False,False,False,False,True,False,False,False,False
9,18574.0,15.5,592.0,592.0,25.0,True,False,False,False,False,False,False,False,False,False
9,18574.0,14.5,592.0,592.0,25.0,False,False,False,False,False,False,False,False,True,False
9,18574.0,14.0,492.0,492.0,25.0,False,False,False,False,False,False,False,False,True,False
9,18574.0,14.75,492.0,492.0,25.0,True,False,False,False,False,False,False,False,False,False
9,18628.0,42.5,415.0,355.0,48.0,True,False,False,False,False,False,False,False,False,False
9,18628.0,9.5,415.0,355.0,45.0,False,False,False,False,False,True,False,False,False,False
9,18628.0,42.5,415.0,355.0,48.0,True,False,False,False,False,False,False,False,False,False
9,18628.0,9.5,415.0,355.0,45.0,False,False,False,False,False,True,False,False,False,False
18,17003.0,7.5,530.0,465.0,45.0,False,False,False,False,False,True,False,False,False,False
18,17003.0,7.7,625.0,390.0,45.0,False,False,False,False,False,True,False,False,False,False
18,17003.0,8.0,525.0,465.0,45.0,False,False,False,False,False,True,False,False,False,False
18,17003.0,7.0,415.0,390.0,45.0,False,False,False,False,False,True,False,False,False,False
18,17003.0,7.0,420.0,390.0,45.0,False,False,False,False,False,True,False,False,False,False
18,17003.0,9.0,750.0,550.0,45.0,False,False,False,False,False,True,False,False,False,False
18,17003.0,9.0,750.0,550.0,45.0,False,False,False,False,False,True,False,False,False,False
18,17003.0,7.0,510.0,365.0,40.0,False,False,False,False,False,True,False,False,False,False
18,17003.0,8.0,740.0,345.0,45.0,False,False,False,False,False,True,False,False,False,False
18,17003.0,9.0,725.0,505.0,45.0,False,False,False,False,False,True,False,False,False,False
18,17003.0,9.0,750.0,555.0,40.0,False,False,False,False,False,True,False,False,False,False
18,17003.0,8.5,725.0,510.0,45.0,False,False,False,False,False,True,False,False,False,False
18,17003.0,9.0,750.0,555.0,40.0,False,False,False,False,False,True,False,False,False,False
18,17003.0,7.0,625.0,360.0,45.0,False,False,False,False,False,True,False,False,False,False
18,17003.0,8.5,740.0,520.0,45.0,False,False,False,False,False,True,False,False,False,False
18,17003.0,7.0,620.0,360.0,45.0,False,False,False,False,False,True,False,False,False,False
18,17003.0,8.0,645.0,425.0,40.0,False,False,False,False,False,True,False,False,False,False
18,17003.0,8.5,720.0,510.0,40.0,False,False,False,False,False,True,False,False,False,False
18,17003.0,8.5,725.0,505.0,45.0,False,False,False,False,False,True,False,False,False,False
18,17003.0,8.5,740.0,515.0,45.0,False,False,False,False,False,True,False,False,False,False
18,17003.0,17.5,1050.0,735.0,45.0,False,False,False,False,False,True,False,False,False,False
18,17003.0,8.5,740.0,520.0,45.0,False,False,False,False,False,True,False,False,False,False
18,17003.0,8.5,720.0,515.0,45.0,False,False,False,False,False,True,False,False,False,False
18,18617.0,8.25,530.0,465.0,45.0,False,False,False,False,False,True,False,False,False,False
18,18617.0,8.25,625.0,390.0,45.0,False,False,False,False,False,True,False,False,False,False
18,18617.0,8.8,525.0,465.0,45.0,False,False,False,False,False,True,False,False,False,False
18,18617.0,7.5,415.0,390.0,45.0,False,False,False,False,False,True,False,False,False,False
18,18617.0,7.5,420.0,390.0,45.0,False,False,False,False,False,True,False,False,False,False
18,18617.0,9.95,750.0,550.0,45.0,False,False,False,False,False,True,False,False,False,False
18,18617.0,9.95,750.0,550.0,45.0,False,False,False,False,False,True,False,False,False,False
18,18617.0,7.5,510.0,365.0,40.0,False,False,False,False,False,True,False,False,False,False
18,18617.0,8.5,740.0,345.0,45.0,False,False,False,False,False,True,False,False,False,False
18,18617.0,9.95,725.0,505.0,45.0,False,False,False,False,False,True,False,False,False,False
18,18617.0,9.95,750.0,555.0,40.0,False,False,False,False,False,True,False,False,False,False
18,18617.0,8.9,725.0,510.0,45.0,False,False,False,False,False,True,False,False,False,False
18,18617.0,9.95,750.0,555.0,40.0,False,False,False,False,False,True,False,False,False,False
18,18617.0,7.8,625.0,360.0,45.0,False,False,False,False,False,True,False,False,False,False
18,18617.0,9.25,740.0,520.0,45.0,False,False,False,False,False,True,False,False,False,False
18,18617.0,7.75,620.0,360.0,45.0,False,False,False,False,False,True,False,False,False,False
18,18617.0,8.5,645.0,425.0,40.0,False,False,False,False,False,True,False,False,False,False
18,18617.0,9.25,720.0,510.0,40.0,False,False,False,False,False,True,False,False,False,False
18,18617.0,9.25,725.0,505.0,45.0,False,False,False,False,False,True,False,False,False,False
18,18617.0,9.5,740.0,515.0,45.0,False,False,False,False,False,True,False,False,False,False
18,18617.0,22.5,1050.0,735.0,45.0,False,False,False,False,False,True,False,False,False,False
18,18617.0,9.5,740.0,520.0,45.0,False,False,False,False,False,True,False,False,False,False
18,18617.0,9.5,720.0,515.0,45.0,False,False,False,False,False,True,False,False,False,False
128,17051.0,17.5,1050.0,650.0,45.0,False,False,False,False,False,True,False,False,False,False
128,17051.0,17.5,1060.0,650.0,45.0,False,False,False,False,False,True,False,False,False,False
128,17051.0,28.5,500.0,380.0,150.0,False,False,False,False,False,True,False,False,False,False
128,17051.0,25.5,340.0,290.0,150.0,False,False,False,False,False,True,False,False,False,False
128,22216.0,11.5,592.0,892.0,50.0,False,False,False,False,False,True,False,False,False,False
128,22216.0,6.5,287.0,592.0,50.0,False,False,False,False,False,True,False,False,False,False
128,22216.0,8.75,287.0,892.0,50.0,False,False,False,False,False,True,False,False,False,False
128,22216.0,27.5,592.0,892.0,25.0,False,False,True,False,False,False,False,False,False,False
128,22216.0,12.9,287.0,592.0,25.0,False,False,True,False,False,False,False,False,False,False
128,22216.0,15.5,892.0,287.0,25.0,False,False,True,False,False,False,False,False,False,False
166,17061.0,10.5,287.0,287.0,25.0,False,False,False,False,False,False,False,False,True,False
166,17061.0,12.99,592.0,592.0,25.0,False,False,False,False,False,False,False,False,True,False
166,17061.0,10.99,287.0,592.0,25.0,False,False,False,False,False,False,False,False,True,False
166,17061.0,14.0,287.0,287.0,25.0,True,False,False,False,False,False,False,False,False,False
166,17061.0,15.5,592.0,592.0,25.0,True,False,False,False,False,False,False,False,False,False
166,17061.0,14.99,287.0,592.0,25.0,True,False,False,False,False,False,False,False,False,False
166,17118.0,15.5,592.0,592.0,20.0,True,False,False,False,False,False,False,False,False,False
